study	pk	tissue	allowed_users	measurement_type	substance	unit	time	time_unit	access	raw_pk	pharmacokinetics	interventions	figure	group_count	group_name	group_pk	mean	value	individual_pk	individual_name	se	cv	sd	min	max	median
Smith1981	750	plasma	[{'username': 'yduport'}, {'username': 'mkoenig'}]	concentration	midazolam	gram / liter	['8.92e-02', '1.67e-01', '2.50e-01', '3.33e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.29e+00', '4.00e+00', '5.84e+00', '7.74e+00']	hr	public	749	[{'pk': 16868}, {'pk': 16867}, {'pk': 16866}, {'pk': 16865}, {'pk': 16864}, {'pk': 16863}, {'pk': 16862}, {'pk': 16861}, {'pk': 16860}, {'pk': 16859}, {'pk': 16858}, {'pk': 16857}, {'pk': 16856}, {'pk': 16855}, {'pk': 16854}, {'pk': 16853}]	694	/media/data/Smith1981_Fig5.png	6.0	all	253.0	['0.00e+00', '0.00e+00', '6.48e-06', '3.42e-05', '3.74e-05', '4.13e-05', '4.34e-05', '4.94e-05', '3.16e-05', '2.30e-05', '1.36e-05', '6.42e-06', '3.39e-06']				['1.92e-07', '1.97e-07', '1.92e-06', '6.51e-06', '5.81e-06', '2.70e-06', '2.29e-06', '6.29e-06', '2.81e-06', '2.33e-06', '2.03e-06', '9.61e-07', '7.02e-07']	[None, None, '7.27e-01', '4.66e-01', '3.81e-01', '1.60e-01', '1.29e-01', '3.12e-01', '2.18e-01', '2.48e-01', '3.68e-01', '3.67e-01', '5.07e-01']	['4.71e-07', '4.82e-07', '4.71e-06', '1.59e-05', '1.42e-05', '6.61e-06', '5.62e-06', '1.54e-05', '6.89e-06', '5.71e-06', '4.98e-06', '2.35e-06', '1.72e-06']			
Pentikaeinen1989	744	plasma	[{'username': 'yduport'}]	concentration	midazolam	gram / liter	['2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.20e+01', '1.60e+01', '2.40e+01']	hr	private	740	[{'pk': 16596}, {'pk': 16595}, {'pk': 16594}, {'pk': 16593}, {'pk': 16592}, {'pk': 16591}, {'pk': 16590}, {'pk': 16589}, {'pk': 16588}, {'pk': 16587}, {'pk': 16586}, {'pk': 16585}, {'pk': 16584}, {'pk': 16583}, {'pk': 16582}, {'pk': 16581}]	688		7.0	patients	252.0	['8.49e-05', '8.97e-05', '9.65e-05', '9.06e-05', '5.47e-05', '3.85e-05', '2.85e-05', '2.00e-05', '1.32e-05', '1.03e-05', '5.35e-06']				['3.89e-05', '2.38e-05', '1.94e-05', '2.01e-05', '5.56e-06', '7.74e-06', '6.94e-06', '5.03e-06', '4.31e-06', '3.70e-06', '1.83e-06']	['1.21e+00', '7.01e-01', '5.32e-01', '5.88e-01', '2.69e-01', '5.32e-01', '6.44e-01', '6.67e-01', '8.68e-01', '9.54e-01', '9.04e-01']				
Pentikaeinen1989	743	plasma	[{'username': 'yduport'}]	concentration	midazolam	gram / liter	['2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.20e+01', '1.60e+01', '2.40e+01']	hr	private	739	[{'pk': 16580}, {'pk': 16579}, {'pk': 16578}, {'pk': 16577}, {'pk': 16576}, {'pk': 16575}, {'pk': 16574}, {'pk': 16573}, {'pk': 16572}, {'pk': 16571}, {'pk': 16570}, {'pk': 16569}, {'pk': 16568}, {'pk': 16567}, {'pk': 16566}, {'pk': 16565}]	688		7.0	control	251.0	['6.77e-06', '5.14e-05', '6.01e-05', '5.25e-05', '3.85e-05', '2.45e-05', '1.67e-05', '1.18e-05', '7.13e-06', '5.07e-06', '2.81e-06']				['3.38e-06', '2.30e-05', '1.97e-05', '1.60e-05', '8.68e-06', '3.97e-06', '3.76e-06', '2.91e-06', '2.15e-06', '1.91e-06', '1.22e-06']	['1.32e+00', '1.19e+00', '8.68e-01', '8.06e-01', '5.97e-01', '4.28e-01', '5.97e-01', '6.53e-01', '7.99e-01', '9.98e-01', '1.15e+00']				
Pentikaeinen1989	742	plasma	[{'username': 'yduport'}]	concentration	midazolam	gram / liter	['1.26e-01', '3.47e-01', '5.00e-01', '7.50e-01', '1.00e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.20e+01', '1.60e+01', '2.40e+01']	hr	private	738	[{'pk': 16564}, {'pk': 16563}, {'pk': 16562}, {'pk': 16561}, {'pk': 16560}, {'pk': 16559}, {'pk': 16558}, {'pk': 16557}, {'pk': 16556}, {'pk': 16555}, {'pk': 16554}, {'pk': 16553}, {'pk': 16552}, {'pk': 16551}, {'pk': 16550}, {'pk': 16549}]	686		7.0	patients	252.0	['1.55e-04', '9.44e-05', '7.51e-05', '6.61e-05', '5.37e-05', '3.71e-05', '2.70e-05', '1.90e-05', '1.82e-05', '1.14e-05', '7.64e-06', '5.36e-06']				['2.05e-05', '9.61e-06', '7.88e-06', '5.73e-06', '3.45e-06', '3.78e-06', '4.66e-06', '4.56e-06', '4.52e-06', '2.98e-06', '2.51e-06', '2.56e-06']	['3.50e-01', '2.69e-01', '2.77e-01', '2.29e-01', '1.70e-01', '2.69e-01', '4.57e-01', '6.33e-01', '6.56e-01', '6.90e-01', '8.68e-01', '1.27e+00']				
Pentikaeinen1989	741	plasma	[{'username': 'yduport'}]	concentration	midazolam	gram / liter	['1.56e-01', '3.46e-01', '5.00e-01', '7.50e-01', '1.00e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.20e+01', '1.60e+01', '2.40e+01']	hr	private	737	[{'pk': 16548}, {'pk': 16547}, {'pk': 16546}, {'pk': 16545}, {'pk': 16544}, {'pk': 16543}, {'pk': 16542}, {'pk': 16541}, {'pk': 16540}, {'pk': 16539}, {'pk': 16538}, {'pk': 16537}, {'pk': 16536}, {'pk': 16535}, {'pk': 16534}, {'pk': 16533}]	686		7.0	control	251.0	['1.78e-04', '1.14e-04', '7.94e-05', '6.23e-05', '5.17e-05', '3.28e-05', '1.80e-05', '1.22e-05', '9.15e-06', '4.21e-06', '2.64e-06', '1.97e-06']				['2.71e-05', '1.03e-05', '8.38e-06', '4.57e-06', '7.46e-06', '6.05e-06', '3.68e-06', '2.29e-06', '2.02e-06', '1.22e-06', '1.02e-06', '6.92e-07']	['4.03e-01', '2.39e-01', '2.79e-01', '1.94e-01', '3.82e-01', '4.89e-01', '5.40e-01', '4.96e-01', '5.84e-01', '7.67e-01', '1.02e+00', '9.29e-01']				
Desmeules1991	833	plasma	[{'username': 'dimitra'}, {'username': 'mkoenig'}]	concentration	morphine	gram / liter	['0.00e+00', '1.00e+00', '1.50e+00', '2.00e+00', '2.50e+00']	hr	public	831	[{'pk': 19434}, {'pk': 19433}, {'pk': 19432}, {'pk': 19431}, {'pk': 19430}, {'pk': 19429}, {'pk': 19428}, {'pk': 19427}, {'pk': 19426}, {'pk': 19425}, {'pk': 19424}, {'pk': 19423}]	738	/media/data/Desmeules1991_Fig1.png	7.0	EM	266.0	['2.76e-08', '5.09e-06', '4.27e-06', '3.73e-06', '3.28e-06']				[None, '9.25e-07', '5.51e-07', '5.51e-07', '6.39e-07']	[None, '4.81e-01', '3.41e-01', '3.91e-01', '5.16e-01']	[None, '2.45e-06', '1.46e-06', '1.46e-06', '1.69e-06']			
Desmeules1991	836	plasma	[{'username': 'dimitra'}, {'username': 'mkoenig'}]	concentration	morphine	gram / liter	['0.00e+00', '1.00e+00', '1.50e+00', '2.00e+00', '2.50e+00']	hr	public	835	[{'pk': 19452}, {'pk': 19451}, {'pk': 19450}, {'pk': 19449}, {'pk': 19448}, {'pk': 19447}]	738	/media/data/Desmeules1991_Fig1.png					['2.76e-08', '6.87e-08', '3.44e-08', '0.00e+00', '4.82e-08']	2372.0	pm1						
He2008	844	plasma	[{'username': 'dimitra'}, {'username': 'janekg'}, {'username': 'mkoenig'}]	metabolic ratio	(mor+m3g+m6g)/(cod+c6g)	none	['5.00e-01', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '1.20e+01', '2.40e+01']	hr	public	840	[]	748	/media/data/He2008_Tab1.png	11.0	UM	271.0								['4.60e-02', '6.00e-02', '6.20e-02', '6.50e-02', '6.90e-02', '7.10e-02', '6.10e-02', '7.60e-02', '7.80e-02', '8.80e-02', '1.14e-01', '5.60e-01']	['1.52e-01', '1.45e-01', '1.85e-01', '1.82e-01', '2.02e-01', '2.02e-01', '2.10e-01', '1.89e-01', '2.06e-01', '4.43e-01', '1.37e+00', '4.66e+00']	['7.10e-02', '9.60e-02', '1.25e-01', '1.18e-01', '1.21e-01', '1.33e-01', '1.25e-01', '1.41e-01', '1.48e-01', '1.77e-01', '2.21e-01', '1.28e+00']
He2008	843	plasma	[{'username': 'dimitra'}, {'username': 'janekg'}, {'username': 'mkoenig'}]	metabolic ratio	(mor+m3g+m6g)/(cod+c6g)	none	['5.00e-01', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '1.20e+01', '2.40e+01']	hr	public	839	[]	748	/media/data/He2008_Tab1.png	12.0	EM	272.0								['1.90e-02', '4.20e-02', '4.70e-02', '5.10e-02', '4.90e-02', '5.30e-02', '4.80e-02', '5.10e-02', '6.10e-02', '6.40e-02', '9.20e-02', '1.76e-01']	['7.40e-02', '1.34e-01', '1.32e-01', '1.39e-01', '1.39e-01', '1.41e-01', '1.44e-01', '1.66e-01', '1.35e-01', '1.70e-01', '2.41e-01', '1.71e+00']	['4.70e-02', '6.20e-02', '7.70e-02', '8.00e-02', '8.00e-02', '7.30e-02', '7.80e-02', '9.10e-02', '8.80e-02', '1.01e-01', '1.43e-01', '8.30e-01']
Kirchheiner2007	876	plasma	[{'username': 'dimitra'}, {'username': 'janekg'}, {'username': 'mkoenig'}]	concentration	morphine-6-glucuronide	gram / liter	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '1.20e+01', '2.40e+01']	hr	public	864	[{'pk': 19960}, {'pk': 19959}, {'pk': 19958}, {'pk': 19957}, {'pk': 19956}, {'pk': 19955}, {'pk': 19954}, {'pk': 19953}, {'pk': 19952}, {'pk': 19951}, {'pk': 19950}, {'pk': 19949}, {'pk': 19948}, {'pk': 19947}, {'pk': 19946}, {'pk': 19945}]	754	/media/data/Kirchheiner2007_Fig1.png	12.0	UM	281.0	['6.64e-08', '2.40e-06', '1.02e-05', '1.35e-05', '1.23e-05', '9.44e-06', '7.30e-06', '4.15e-06', '2.60e-06', '1.98e-06', '1.83e-06', '9.34e-07']				[None, '4.43e-07', '1.44e-06', '1.44e-06', '1.08e-06', '8.47e-07', '6.92e-07', '5.96e-07', '2.89e-07', '2.11e-07', '1.54e-07', None]	[None, '6.40e-01', '4.91e-01', '3.72e-01', '3.05e-01', '3.11e-01', '3.28e-01', '4.98e-01', '3.85e-01', '3.69e-01', '2.91e-01', None]	[None, '1.53e-06', '5.00e-06', '5.00e-06', '3.73e-06', '2.93e-06', '2.40e-06', '2.07e-06', '1.00e-06', '7.32e-07', '5.34e-07', None]			
Kirchheiner2007	875	plasma	[{'username': 'dimitra'}, {'username': 'janekg'}, {'username': 'mkoenig'}]	concentration	morphine-3-glucuronide	gram / liter	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '1.20e+01', '2.40e+01']	hr	public	863	[{'pk': 19944}, {'pk': 19943}, {'pk': 19942}, {'pk': 19941}, {'pk': 19940}, {'pk': 19939}, {'pk': 19938}, {'pk': 19937}, {'pk': 19936}, {'pk': 19935}, {'pk': 19934}, {'pk': 19933}, {'pk': 19932}, {'pk': 19931}, {'pk': 19930}, {'pk': 19929}]	754	/media/data/Kirchheiner2007_Fig1.png	12.0	UM	281.0	['2.65e-07', '2.10e-05', '5.02e-05', '5.82e-05', '5.29e-05', '4.30e-05', '3.40e-05', '2.37e-05', '1.58e-05', '1.31e-05', '1.10e-05', '6.11e-06']				[None, '4.37e-06', '7.36e-06', '5.67e-06', '5.21e-06', '4.22e-06', '3.91e-06', '2.38e-06', '1.61e-06', '1.15e-06', '9.20e-07', '4.60e-07']	[None, '7.21e-01', '5.08e-01', '3.38e-01', '3.42e-01', '3.39e-01', '3.98e-01', '3.47e-01', '3.54e-01', '3.04e-01', '2.89e-01', '2.61e-01']	[None, '1.51e-05', '2.55e-05', '1.96e-05', '1.81e-05', '1.46e-05', '1.35e-05', '8.23e-06', '5.57e-06', '3.98e-06', '3.19e-06', '1.59e-06']			
Kirchheiner2007	874	plasma	[{'username': 'dimitra'}, {'username': 'janekg'}, {'username': 'mkoenig'}]	concentration	morphine	gram / liter	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '1.20e+01', '2.40e+01']	hr	public	862	[{'pk': 19928}, {'pk': 19927}, {'pk': 19926}, {'pk': 19925}, {'pk': 19924}, {'pk': 19923}, {'pk': 19922}, {'pk': 19921}, {'pk': 19920}, {'pk': 19919}, {'pk': 19918}, {'pk': 19917}, {'pk': 19916}, {'pk': 19915}, {'pk': 19914}, {'pk': 19913}]	754	/media/data/Kirchheiner2007_Fig1.png	12.0	UM	281.0	['3.61e-08', '1.86e-06', '1.72e-06', '1.54e-06', '1.28e-06', '1.03e-06', '8.63e-07', '4.62e-07', '3.50e-07', '2.93e-07', '2.53e-07', '1.81e-07']				[None, '4.28e-07', '1.83e-07', '1.25e-07', '1.83e-07', '1.41e-07', '1.31e-07', '6.27e-08', '3.66e-08', '2.09e-08', '2.62e-08', '2.09e-08']	[None, '7.96e-01', '3.69e-01', '2.83e-01', '4.94e-01', '4.76e-01', '5.24e-01', '4.71e-01', '3.62e-01', '2.47e-01', '3.58e-01', '3.99e-01']	[None, '1.48e-06', '6.34e-07', '4.34e-07', '6.33e-07', '4.89e-07', '4.52e-07', '2.17e-07', '1.27e-07', '7.23e-08', '9.06e-08', '7.23e-08']			
Kirchheiner2007	873	plasma	[{'username': 'dimitra'}, {'username': 'janekg'}, {'username': 'mkoenig'}]	concentration	codeine	gram / liter	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '1.20e+01', '2.40e+01']	hr	public	861	[{'pk': 19912}, {'pk': 19911}, {'pk': 19910}, {'pk': 19909}, {'pk': 19908}, {'pk': 19907}, {'pk': 19906}, {'pk': 19905}, {'pk': 19904}, {'pk': 19903}, {'pk': 19902}, {'pk': 19901}, {'pk': 19900}, {'pk': 19899}, {'pk': 19898}, {'pk': 19897}]	754	/media/data/Kirchheiner2007_Fig1.png	12.0	UM	281.0	['1.25e-06', '2.75e-05', '3.62e-05', '3.46e-05', '3.31e-05', '2.62e-05', '1.93e-05', '1.14e-05', '6.98e-06', '4.12e-06', '1.87e-06', '9.37e-07']				[None, '5.95e-06', '4.33e-06', '1.62e-06', '2.26e-06', '2.35e-06', '1.44e-06', '1.08e-06', '8.12e-07', '7.22e-07', '2.69e-07', None]	[None, '7.50e-01', '4.14e-01', '1.62e-01', '2.36e-01', '3.11e-01', '2.59e-01', '3.29e-01', '4.03e-01', '6.08e-01', '4.97e-01', None]	[None, '2.06e-05', '1.50e-05', '5.63e-06', '7.82e-06', '8.13e-06', '4.99e-06', '3.75e-06', '2.81e-06', '2.50e-06', '9.32e-07', None]			
Kirchheiner2007	872	plasma	[{'username': 'dimitra'}, {'username': 'janekg'}, {'username': 'mkoenig'}]	concentration	morphine-6-glucuronide	gram / liter	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '1.20e+01', '2.40e+01']	hr	public	860	[{'pk': 19896}, {'pk': 19895}, {'pk': 19894}, {'pk': 19893}, {'pk': 19892}, {'pk': 19891}, {'pk': 19890}, {'pk': 19889}, {'pk': 19888}, {'pk': 19887}, {'pk': 19886}, {'pk': 19885}, {'pk': 19884}, {'pk': 19883}, {'pk': 19882}, {'pk': 19881}]	754	/media/data/Kirchheiner2007_Fig1.png	3.0	PM	279.0	['1.99e-07', '4.62e-07', '6.58e-07', '9.87e-07', '7.83e-07', '7.74e-07', '4.32e-07', '3.49e-07', '4.67e-07', '1.82e-07', '2.33e-07', '2.66e-07']				[None, None, None, None, None, None, None, None, None, None, None, None]	[None, None, None, None, None, None, None, None, None, None, None, None]	[None, None, None, None, None, None, None, None, None, None, None, None]			
Kirchheiner2007	871	plasma	[{'username': 'dimitra'}, {'username': 'janekg'}, {'username': 'mkoenig'}]	concentration	morphine-3-glucuronide	gram / liter	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '1.20e+01', '2.40e+01']	hr	public	859	[{'pk': 19880}, {'pk': 19879}, {'pk': 19878}, {'pk': 19877}, {'pk': 19876}, {'pk': 19875}, {'pk': 19874}, {'pk': 19873}, {'pk': 19872}, {'pk': 19871}, {'pk': 19870}, {'pk': 19869}, {'pk': 19868}, {'pk': 19867}, {'pk': 19866}, {'pk': 19865}]	754	/media/data/Kirchheiner2007_Fig1.png	3.0	PM	279.0	['2.14e-09', '1.60e-06', '1.08e-06', '8.20e-07', '8.32e-07', '1.37e-06', '1.39e-06', '8.84e-07', '3.77e-07', '1.19e-06', '1.06e-06', '1.03e-06']				[None, None, None, None, None, None, None, None, None, None, None, None]	[None, None, None, None, None, None, None, None, None, None, None, None]	[None, None, None, None, None, None, None, None, None, None, None, None]			
Kirchheiner2007	870	plasma	[{'username': 'dimitra'}, {'username': 'janekg'}, {'username': 'mkoenig'}]	concentration	morphine	gram / liter	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '1.20e+01', '2.40e+01']	hr	public	858	[{'pk': 19864}, {'pk': 19863}, {'pk': 19862}, {'pk': 19861}, {'pk': 19860}, {'pk': 19859}, {'pk': 19858}, {'pk': 19857}, {'pk': 19856}, {'pk': 19855}, {'pk': 19854}, {'pk': 19853}, {'pk': 19852}, {'pk': 19851}, {'pk': 19850}, {'pk': 19849}]	754	/media/data/Kirchheiner2007_Fig1.png	3.0	PM	279.0	['0.00e+00', '8.98e-08', '8.91e-08', '3.39e-08', '5.13e-08', '5.00e-08', '3.02e-08', '4.52e-08', '2.44e-08', '2.13e-08', '3.63e-08', '3.67e-08']				[None, None, None, None, None, None, None, None, None, None, None, None]	[None, None, None, None, None, None, None, None, None, None, None, None]	[None, None, None, None, None, None, None, None, None, None, None, None]			
Kirchheiner2007	869	plasma	[{'username': 'dimitra'}, {'username': 'janekg'}, {'username': 'mkoenig'}]	concentration	codeine	gram / liter	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '1.20e+01', '2.40e+01']	hr	public	857	[{'pk': 19848}, {'pk': 19847}, {'pk': 19846}, {'pk': 19845}, {'pk': 19844}, {'pk': 19843}, {'pk': 19842}, {'pk': 19841}, {'pk': 19840}, {'pk': 19839}, {'pk': 19838}, {'pk': 19837}, {'pk': 19836}, {'pk': 19835}, {'pk': 19834}, {'pk': 19833}]	754	/media/data/Kirchheiner2007_Fig1.png	3.0	PM	279.0	['9.37e-07', '3.90e-05', '4.31e-05', '3.75e-05', '2.87e-05', '2.27e-05', '2.27e-05', '1.20e-05', '7.91e-06', '4.74e-06', '3.44e-06', '9.38e-07']				[None, '9.74e-06', '6.67e-06', '6.31e-06', '7.40e-06', '5.59e-06', '3.07e-06', '1.80e-06', '1.99e-06', '1.99e-06', '1.26e-06', None]	[None, '4.32e-01', '2.68e-01', '2.92e-01', '4.47e-01', '4.26e-01', '2.34e-01', '2.59e-01', '4.34e-01', '7.26e-01', '6.37e-01', None]	[None, '1.69e-05', '1.16e-05', '1.09e-05', '1.28e-05', '9.69e-06', '5.31e-06', '3.12e-06', '3.44e-06', '3.44e-06', '2.19e-06', None]			
Kirchheiner2007	868	plasma	[{'username': 'dimitra'}, {'username': 'janekg'}, {'username': 'mkoenig'}]	concentration	morphine-6-glucuronide	gram / liter	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '1.20e+01', '2.40e+01']	hr	public	856	[{'pk': 19832}, {'pk': 19831}, {'pk': 19830}, {'pk': 19829}, {'pk': 19828}, {'pk': 19827}, {'pk': 19826}, {'pk': 19825}, {'pk': 19824}, {'pk': 19823}, {'pk': 19822}, {'pk': 19821}, {'pk': 19820}, {'pk': 19819}, {'pk': 19818}, {'pk': 19817}]	754	/media/data/Kirchheiner2007_Fig1.png	11.0	EM	280.0	['6.67e-07', '3.53e-06', '9.06e-06', '1.07e-05', '9.38e-06', '6.91e-06', '5.63e-06', '3.42e-06', '2.20e-06', '1.78e-06', '1.57e-06', '5.34e-07']				[None, None, '1.17e-06', '1.05e-06', '8.04e-07', '5.43e-07', '5.23e-07', '2.21e-07', '2.21e-07', '2.01e-07', '1.81e-07', None]	[None, None, '4.27e-01', '3.25e-01', '2.84e-01', '2.61e-01', '3.08e-01', '2.14e-01', '3.34e-01', '3.74e-01', '3.83e-01', None]	[None, None, '3.87e-06', '3.47e-06', '2.67e-06', '1.80e-06', '1.73e-06', '7.33e-07', '7.34e-07', '6.67e-07', '6.01e-07', None]			
Kirchheiner2007	867	plasma	[{'username': 'dimitra'}, {'username': 'janekg'}, {'username': 'mkoenig'}]	concentration	morphine-3-glucuronide	gram / liter	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '1.20e+01', '2.40e+01']	hr	public	855	[{'pk': 19816}, {'pk': 19815}, {'pk': 19814}, {'pk': 19813}, {'pk': 19812}, {'pk': 19811}, {'pk': 19810}, {'pk': 19809}, {'pk': 19808}, {'pk': 19807}, {'pk': 19806}, {'pk': 19805}, {'pk': 19804}, {'pk': 19803}, {'pk': 19802}, {'pk': 19801}]	754	/media/data/Kirchheiner2007_Fig1.png	11.0	EM	280.0	['7.97e-07', '2.50e-05', '4.12e-05', '4.44e-05', '3.93e-05', '3.00e-05', '2.39e-05', '1.73e-05', '1.20e-05', '1.02e-05', '7.83e-06', '5.58e-06']				[None, '5.52e-06', '5.28e-06', '4.56e-06', '4.24e-06', '3.04e-06', '2.08e-06', '1.44e-06', '1.04e-06', '9.61e-07', '8.01e-07', '8.81e-07']	[None, '7.34e-01', '4.26e-01', '3.41e-01', '3.58e-01', '3.36e-01', '2.88e-01', '2.76e-01', '2.87e-01', '3.12e-01', '3.39e-01', '5.24e-01']	[None, '1.83e-05', '1.75e-05', '1.51e-05', '1.41e-05', '1.01e-05', '6.90e-06', '4.78e-06', '3.45e-06', '3.19e-06', '2.66e-06', '2.92e-06']			
Kirchheiner2007	866	plasma	[{'username': 'dimitra'}, {'username': 'janekg'}, {'username': 'mkoenig'}]	concentration	morphine	gram / liter	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '1.20e+01', '2.40e+01']	hr	public	854	[{'pk': 19800}, {'pk': 19799}, {'pk': 19798}, {'pk': 19797}, {'pk': 19796}, {'pk': 19795}, {'pk': 19794}, {'pk': 19793}, {'pk': 19792}, {'pk': 19791}, {'pk': 19790}, {'pk': 19789}, {'pk': 19788}, {'pk': 19787}, {'pk': 19786}, {'pk': 19785}]	754	/media/data/Kirchheiner2007_Fig1.png	11.0	EM	280.0	['5.42e-08', '1.72e-06', '1.45e-06', '1.14e-06', '9.56e-07', '7.20e-07', '6.09e-07', '3.71e-07', '2.23e-07', '1.66e-07', '1.45e-07', '7.26e-08']				[None, '3.27e-07', '2.02e-07', '1.26e-07', '1.20e-07', '8.19e-08', '7.64e-08', '6.01e-08', '2.73e-08', '2.73e-08', None, None]	[None, '6.32e-01', '4.63e-01', '3.66e-01', '4.16e-01', '3.78e-01', '4.16e-01', '5.37e-01', '4.05e-01', '5.46e-01', None, None]	[None, '1.09e-06', '6.70e-07', '4.16e-07', '3.98e-07', '2.72e-07', '2.53e-07', '1.99e-07', '9.05e-08', '9.06e-08', None, None]			
Kirchheiner2007	865	plasma	[{'username': 'dimitra'}, {'username': 'janekg'}, {'username': 'mkoenig'}]	concentration	codeine	gram / liter	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '1.20e+01', '2.40e+01']	hr	public	853	[{'pk': 19784}, {'pk': 19783}, {'pk': 19782}, {'pk': 19781}, {'pk': 19780}, {'pk': 19779}, {'pk': 19778}, {'pk': 19777}, {'pk': 19776}, {'pk': 19775}, {'pk': 19774}, {'pk': 19773}, {'pk': 19772}, {'pk': 19771}, {'pk': 19770}, {'pk': 19769}]	754	/media/data/Kirchheiner2007_Fig1.png	11.0	EM	280.0	['6.25e-07', '4.22e-05', '4.37e-05', '3.65e-05', '3.21e-05', '2.59e-05', '2.02e-05', '1.14e-05', '7.92e-06', '5.36e-06', '3.44e-06', '6.28e-07']				[None, '8.57e-06', '6.12e-06', '4.43e-06', '3.30e-06', '2.54e-06', '2.36e-06', '1.23e-06', '4.71e-07', '6.59e-07', '5.65e-07', '2.82e-07']	[None, '6.74e-01', '4.65e-01', '4.02e-01', '3.40e-01', '3.26e-01', '3.87e-01', '3.57e-01', '1.97e-01', '4.08e-01', '5.44e-01', '1.49e+00']	[None, '2.84e-05', '2.03e-05', '1.47e-05', '1.09e-05', '8.44e-06', '7.81e-06', '4.07e-06', '1.56e-06', '2.19e-06', '1.87e-06', '9.36e-07']			
Mikus1997	1168	plasma	[{'username': 'janekg'}, {'username': 'mkoenig'}]	concentration	morphine	gram / liter	['0.00e+00', '3.30e-01', '6.70e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '1.20e+01', '1.40e+01']	hr	public	1164	[{'pk': 22016}, {'pk': 22015}, {'pk': 22014}, {'pk': 22013}, {'pk': 22012}, {'pk': 22011}, {'pk': 22010}, {'pk': 22009}, {'pk': 22008}, {'pk': 22007}, {'pk': 22006}, {'pk': 22005}, {'pk': 22004}, {'pk': 22003}, {'pk': 22002}, {'pk': 22001}]	768		12.0	PM	288.0	['4.07e-09', '6.60e-08', '4.80e-07', '1.15e-07', '8.18e-08', '6.58e-08', '3.71e-08', '3.85e-08', '2.46e-08', '1.63e-08', '1.34e-08', '1.15e-08', '1.10e-08']				['7.55e-10', '2.86e-08', '1.99e-07', '1.25e-08', '7.63e-09', '6.46e-09', '8.03e-09', '6.01e-09', '2.65e-09', '3.74e-09', '1.52e-09', '1.36e-09', '2.46e-09']	['6.42e-01', '1.50e+00', '1.44e+00', '3.74e-01', '3.23e-01', '3.40e-01', '7.50e-01', '5.41e-01', '3.74e-01', '7.95e-01', '3.92e-01', '4.10e-01', '7.73e-01']	['2.62e-09', '9.90e-08', '6.90e-07', '4.32e-08', '2.64e-08', '2.24e-08', '2.78e-08', '2.08e-08', '9.19e-09', '1.30e-08', '5.26e-09', '4.70e-09', '8.51e-09']			
