	study	output_type	pk	tissue	substance_name	pktype	unit	interventions	individual_pk	value	group_pk	mean	se	cv	time_unit	time	sd	figure	auc_end	kel	max	min	median	category	route	unit_intervention	substance_name_intervention	time_unit_intervention	value_intervention	time_intervention	form	application	choice	se_intervention	min_intervention	max_intervention	subject_type	subject_pk	('study', '')	('subject_name', '')	('species', 'choice')	('species', 'count')	('healthy', 'choice')	('healthy', 'count')	('sex', 'choice')	('sex', 'count')	('sex', 'unit')	('age', 'count')	('age', 'cv')	('age', 'max')	('age', 'mean')	('age', 'median')	('age', 'min')	('age', 'sd')	('age', 'se')	('age', 'unit')	('age', 'value')	('smoking', 'choice')	('smoking', 'count')	('smoking', 'unit')	('weight', 'count')	('weight', 'cv')	('weight', 'max')	('weight', 'mean')	('weight', 'median')	('weight', 'min')	('weight', 'sd')	('weight', 'se')	('weight', 'unit')	('weight', 'value')	('abstinence', 'choice')	('abstinence', 'count')	('abstinence', 'mean')	('abstinence', 'min')	('abstinence', 'unit')	('oral contraceptives', 'choice')	('oral contraceptives', 'count')	('medication', 'choice')	('medication', 'count')	('general', 'group_count')	('ethnicity', 'choice')	('ethnicity', 'count')	('overnight fast', 'choice')	('overnight fast', 'count')	('disease', 'choice')	('disease', 'count')	('bmi', 'count')	('bmi', 'cv')	('bmi', 'max')	('bmi', 'mean')	('bmi', 'median')	('bmi', 'min')	('bmi', 'sd')	('bmi', 'se')	('bmi', 'unit')	('bmi', 'value')	('smoking amount (cigarettes)', 'count')	('smoking amount (cigarettes)', 'cv')	('smoking amount (cigarettes)', 'max')	('smoking amount (cigarettes)', 'mean')	('smoking amount (cigarettes)', 'min')	('smoking amount (cigarettes)', 'sd')	('smoking amount (cigarettes)', 'se')	('smoking amount (cigarettes)', 'unit')	('smoking amount (cigarettes)', 'value')	('phenotype', 'choice')	('phenotype', 'count')	('blood pressure', 'count')	('blood pressure', 'max')	('blood pressure', 'unit')	('smoking duration (years)', 'count')	('smoking duration (years)', 'mean')	('smoking duration (years)', 'min')	('smoking duration (years)', 'unit')	('fasted', 'count')	('fasted', 'max')	('fasted', 'mean')	('fasted', 'min')	('fasted', 'unit')	('CYP2D6 genotype', 'choice')	('CYP2D6 genotype', 'count')	('alcohol abstinence', 'choice')	('alcohol abstinence', 'count')	('alcohol abstinence', 'min')	('alcohol abstinence', 'unit')	('caffeine amount', 'count')	('caffeine amount', 'cv')	('caffeine amount', 'max')	('caffeine amount', 'mean')	('caffeine amount', 'min')	('caffeine amount', 'sd')	('caffeine amount', 'se')	('caffeine amount', 'unit')	('medication type', 'choice')	('medication type', 'count')	('height', 'count')	('height', 'cv')	('height', 'max')	('height', 'mean')	('height', 'min')	('height', 'sd')	('height', 'se')	('height', 'unit')	('height', 'value')	('obesity index', 'count')	('obesity index', 'cv')	('obesity index', 'max')	('obesity index', 'mean')	('obesity index', 'min')	('obesity index', 'sd')	('obesity index', 'se')	('obesity index', 'unit')	('obese', 'choice')	('obese', 'count')	('obese', 'unit')	('caffeine amount (beverages)', 'count')	('caffeine amount (beverages)', 'max')	('caffeine amount (beverages)', 'unit')	('caffeine amount (beverages)', 'value')	('consumption', 'choice')	('consumption', 'count')	('consumption', 'cv')	('consumption', 'max')	('consumption', 'mean')	('consumption', 'min')	('consumption', 'sd')	('consumption', 'se')	('consumption', 'unit')	('glucose', 'count')	('glucose', 'cv')	('glucose', 'max')	('glucose', 'mean')	('glucose', 'min')	('glucose', 'sd')	('glucose', 'se')	('glucose', 'unit')	('smoking amount (packyears)', 'count')	('smoking amount (packyears)', 'min')	('smoking amount (packyears)', 'unit')	('caffeine', 'choice')	('caffeine', 'count')	('disease duration', 'count')	('disease duration', 'cv')	('disease duration', 'max')	('disease duration', 'mean')	('disease duration', 'min')	('disease duration', 'sd')	('disease duration', 'se')	('disease duration', 'unit')	('HbA1c', 'count')	('HbA1c', 'cv')	('HbA1c', 'max')	('HbA1c', 'mean')	('HbA1c', 'min')	('HbA1c', 'se')	('HbA1c', 'unit')	('alcohol', 'choice')	('alcohol', 'count')	('insulin', 'count')	('insulin', 'cv')	('insulin', 'mean')	('insulin', 'sd')	('insulin', 'se')	('insulin', 'unit')	('cholesterol', 'count')	('cholesterol', 'cv')	('cholesterol', 'mean')	('cholesterol', 'se')	('cholesterol', 'unit')	('LDL-C', 'count')	('LDL-C', 'cv')	('LDL-C', 'mean')	('LDL-C', 'se')	('LDL-C', 'unit')	('LDL-H', 'count')	('LDL-H', 'cv')	('LDL-H', 'mean')	('LDL-H', 'se')	('LDL-H', 'unit')	('triglyceride', 'count')	('triglyceride', 'cv')	('triglyceride', 'mean')	('triglyceride', 'se')	('triglyceride', 'unit')	('body surface area', 'count')	('body surface area', 'cv')	('body surface area', 'max')	('body surface area', 'mean')	('body surface area', 'min')	('body surface area', 'sd')	('body surface area', 'se')	('body surface area', 'unit')	('percent fat', 'count')	('percent fat', 'cv')	('percent fat', 'mean')	('percent fat', 'sd')	('percent fat', 'se')	('percent fat', 'unit')	('genetics', 'choice')	('genetics', 'count')	('glucagon', 'count')	('glucagon', 'cv')	('glucagon', 'mean')	('glucagon', 'sd')	('glucagon', 'se')	('glucagon', 'unit')	('muscle weight', 'count')	('muscle weight', 'cv')	('muscle weight', 'mean')	('muscle weight', 'sd')	('muscle weight', 'se')	('muscle weight', 'unit')	('lean body mass', 'count')	('lean body mass', 'cv')	('lean body mass', 'mean')	('lean body mass', 'sd')	('lean body mass', 'se')	('lean body mass', 'unit')	('metabolic ratio', 'count')	('metabolic ratio', 'max')	('metabolic ratio', 'mean')	('metabolic ratio', 'min')	('metabolic ratio', 'unit')	('fat weight', 'count')	('fat weight', 'cv')	('fat weight', 'mean')	('fat weight', 'se')	('fat weight', 'unit')
617	Balogh1992	outputs	27464	plasma	caffeine	clearance	l/h/kg	1410	2756.0	0.136														dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2756	Balogh1992	K	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	68.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
618	Balogh1992	outputs	27465	plasma	caffeine	clearance	l/h/kg	1410	2756.0	0.149														dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2756	Balogh1992	K	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	68.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
619	Balogh1992	outputs	27466	plasma	caffeine	clearance	l/h/kg	1410	2756.0	0.156														dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2756	Balogh1992	K	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	68.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
620	Balogh1992	outputs	27467	plasma	caffeine	clearance	l/h/kg	1410	2756.0	0.133														dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2756	Balogh1992	K	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	68.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
621	Balogh1992	outputs	27468	plasma	caffeine	clearance	l/h/kg	1410	2756.0	0.14300000000000002														dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2756	Balogh1992	K	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	68.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
622	Balogh1992	timecourses	4460	plasma	caffeine	concentration	µg/ml	1410	2756.0	['4.29e+00', '6.80e-01']					h	['2.00e+00', '1.00e+01']			19.88	0.2302436517189888				dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2756	Balogh1992	K	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	68.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
623	Balogh1992	timecourses	4472	plasma	caffeine	concentration	µg/ml	1410	2756.0	['3.50e+00', '7.60e-01']					h	['2.00e+00', '1.00e+01']			17.04	0.19089997677464104				dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2756	Balogh1992	K	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	68.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
624	Balogh1992	timecourses	4484	plasma	caffeine	concentration	µg/ml	1410	2756.0	['4.01e+00', '6.70e-01']					h	['2.00e+00', '1.00e+01']			18.72	0.2236586009894504				dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2756	Balogh1992	K	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	68.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
625	Balogh1992	timecourses	4496	plasma	caffeine	concentration	µg/ml	1410	2756.0	['3.44e+00', '6.60e-01']					h	['2.00e+00', '1.00e+01']			16.4	0.2063733644183716				dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2756	Balogh1992	K	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	68.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
626	Balogh1992	timecourses	4508	plasma	caffeine	concentration	µg/ml	1410	2756.0	['3.03e+00', '4.90e-01']					h	['2.00e+00', '1.00e+01']			14.079999999999998	0.2277390634248428				dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2756	Balogh1992	K	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	68.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
627	Balogh1992	timecourses	4520	plasma	caffeine	concentration	µg/ml	1410	2756.0	['3.86e+00', '4.50e-01']					h	['2.00e+00', '1.00e+01']			17.24	0.2686468599618139				dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2756	Balogh1992	K	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	68.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
628	Balogh1992	outputs	27325	plasma	caffeine	thalf	h	1410	2757.0	3.6														dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2757	Balogh1992	L	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	90.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
629	Balogh1992	outputs	27326	plasma	caffeine	thalf	h	1410	2757.0	3.3														dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2757	Balogh1992	L	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	90.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
630	Balogh1992	outputs	27327	plasma	caffeine	thalf	h	1410	2757.0	3.5														dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2757	Balogh1992	L	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	90.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
631	Balogh1992	outputs	27328	plasma	caffeine	thalf	h	1410	2757.0	4.3														dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2757	Balogh1992	L	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	90.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
632	Balogh1992	outputs	27329	plasma	caffeine	thalf	h	1410	2757.0	1.9														dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2757	Balogh1992	L	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	90.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
633	Balogh1992	outputs	27330	plasma	caffeine	thalf	h	1410	2757.0	3.0														dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2757	Balogh1992	L	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	90.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
634	Balogh1992	outputs	27469	plasma	caffeine	clearance	l/h/kg	1410	2757.0	0.089														dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2757	Balogh1992	L	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	90.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
635	Balogh1992	outputs	27470	plasma	caffeine	clearance	l/h/kg	1410	2757.0	0.127														dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2757	Balogh1992	L	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	90.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
636	Balogh1992	outputs	27471	plasma	caffeine	clearance	l/h/kg	1410	2757.0	0.107														dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2757	Balogh1992	L	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	90.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
637	Balogh1992	outputs	27472	plasma	caffeine	clearance	l/h/kg	1410	2757.0	0.12300000000000001														dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2757	Balogh1992	L	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	90.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
638	Balogh1992	outputs	27473	plasma	caffeine	clearance	l/h/kg	1410	2757.0	0.093														dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2757	Balogh1992	L	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	90.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
639	Balogh1992	outputs	27474	plasma	caffeine	clearance	l/h/kg	1410	2757.0	0.105														dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2757	Balogh1992	L	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	90.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
640	Balogh1992	timecourses	4461	plasma	caffeine	concentration	µg/ml	1410	2757.0	['4.12e+00', '8.70e-01']					h	['2.00e+00', '1.00e+01']			19.96	0.19438940383686784				dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2757	Balogh1992	L	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	90.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
641	Balogh1992	timecourses	4473	plasma	caffeine	concentration	µg/ml	1410	2757.0	['2.97e+00', '9.80e-01']					h	['2.00e+00', '1.00e+01']			15.8	0.13859558251651596				dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2757	Balogh1992	L	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	90.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
642	Balogh1992	timecourses	4485	plasma	caffeine	concentration	µg/ml	1410	2757.0	['2.69e+00', '8.80e-01']					h	['2.00e+00', '1.00e+01']			14.28	0.13967182064045408				dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2757	Balogh1992	L	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	90.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
643	Balogh1992	timecourses	4497	plasma	caffeine	concentration	µg/ml	1410	2757.0	['2.73e+00', '7.10e-01']					h	['2.00e+00', '1.00e+01']			13.76	0.16834898976795554				dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2757	Balogh1992	L	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	90.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
644	Balogh1992	timecourses	4509	plasma	caffeine	concentration	µg/ml	1410	2757.0	['2.88e+00', '6.40e-01']					h	['2.00e+00', '1.00e+01']			14.08	0.18800967459703427				dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2757	Balogh1992	L	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	90.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
645	Balogh1992	timecourses	4521	plasma	caffeine	concentration	µg/ml	1410	2757.0	['3.16e+00', '2.90e-01']					h	['2.00e+00', '1.00e+01']			13.8	0.2985557979500548				dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2757	Balogh1992	L	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	90.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
646	Balogh1992	outputs	27331	plasma	caffeine	thalf	h	1410	2758.0	3.6														dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2758	Balogh1992	M	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	80.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
647	Balogh1992	outputs	27332	plasma	caffeine	thalf	h	1410	2758.0	3.3														dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2758	Balogh1992	M	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	80.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
648	Balogh1992	outputs	27333	plasma	caffeine	thalf	h	1410	2758.0	3.5														dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2758	Balogh1992	M	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	80.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
649	Balogh1992	outputs	27334	plasma	caffeine	thalf	h	1410	2758.0	4.3														dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2758	Balogh1992	M	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	80.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
650	Balogh1992	outputs	27335	plasma	caffeine	thalf	h	1410	2758.0	1.9														dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2758	Balogh1992	M	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	80.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
651	Balogh1992	outputs	27336	plasma	caffeine	thalf	h	1410	2758.0	3.0														dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2758	Balogh1992	M	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	80.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
652	Balogh1992	outputs	27475	plasma	caffeine	clearance	l/h/kg	1410	2758.0	0.11800000000000001														dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2758	Balogh1992	M	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	80.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
653	Balogh1992	outputs	27476	plasma	caffeine	clearance	l/h/kg	1410	2758.0	0.088														dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2758	Balogh1992	M	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	80.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
654	Balogh1992	outputs	27477	plasma	caffeine	clearance	l/h/kg	1410	2758.0	0.113														dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2758	Balogh1992	M	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	80.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
655	Balogh1992	outputs	27478	plasma	caffeine	clearance	l/h/kg	1410	2758.0	0.158														dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2758	Balogh1992	M	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	80.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
656	Balogh1992	outputs	27479	plasma	caffeine	clearance	l/h/kg	1410	2758.0	0.184														dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2758	Balogh1992	M	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	80.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
657	Balogh1992	outputs	27480	plasma	caffeine	clearance	l/h/kg	1410	2758.0	0.16699999999999998														dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2758	Balogh1992	M	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	80.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
658	Balogh1992	timecourses	4462	plasma	caffeine	concentration	µg/ml	1410	2758.0	['4.85e+00', '1.00e+00']					h	['2.00e+00', '1.00e+01']			23.4	0.197372338118674				dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2758	Balogh1992	M	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	80.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
659	Balogh1992	timecourses	4474	plasma	caffeine	concentration	µg/ml	1410	2758.0	['3.76e+00', '7.80e-01']					h	['2.00e+00', '1.00e+01']			18.16	0.1966100395875378				dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2758	Balogh1992	M	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	80.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
660	Balogh1992	timecourses	4486	plasma	caffeine	concentration	µg/ml	1410	2758.0	['3.50e+00', '7.30e-01']					h	['2.00e+00', '1.00e+01']			16.92	0.1959342141668836				dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2758	Balogh1992	M	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	80.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
661	Balogh1992	timecourses	4498	plasma	caffeine	concentration	µg/ml	1410	2758.0	['2.31e+00', '6.60e-01']					h	['2.00e+00', '1.00e+01']			11.88	0.15659537106192098				dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2758	Balogh1992	M	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	80.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
662	Balogh1992	timecourses	4510	plasma	caffeine	concentration	µg/ml	1410	2758.0	['2.67e+00', '4.40e-01']					h	['2.00e+00', '1.00e+01']			12.44	0.2253823780602485				dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2758	Balogh1992	M	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	80.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
663	Balogh1992	timecourses	4522	plasma	caffeine	concentration	µg/ml	1410	2758.0	['2.98e+00', '1.60e-01']					h	['2.00e+00', '1.00e+01']			12.56	0.3655630955332029				dosing	oral	mg	caffeine	h	225.0	0.0	solution	single dose					individual	2758	Balogh1992	M	homo sapiens	12	Y	12.0	M	12		12.0		39.0			24.0			yr		N	12		1.0								kg	80.0	methylxanthine	12				N	12	N	12.0																																																																																																																																																																																													
664	Backman2008	outputs	27047	plasma	caffeine/paraxanthine	ratio	-	1408	2677.0	3.26					h	6.0								dosing	oral	mg	caffeine	h	100.0	0.0	tablet	single dose					individual	2677	Backman2008	1	homo sapiens	71	Y	71.0	M	53		38.0		31.0	23.0		19.0			yr		N	1	-	38.0		96.0	78.0		64.0			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)		('1.00e+00', '1.80e+01', '1.00e+00')	('week', 'h', 'day')			N	71.0								38.0		28.7	23.4		19.7			kg/m^2													71.0	110.0	mmHg																																																																																																																																																														
665	Backman2008	outputs	27117	plasma	paraxanthine/caffeine	ratio	-	1408	2677.0	0.31					h	6.0								dosing	oral	mg	caffeine	h	100.0	0.0	tablet	single dose					individual	2677	Backman2008	1	homo sapiens	71	Y	71.0	M	53		38.0		31.0	23.0		19.0			yr		N	1	-	38.0		96.0	78.0		64.0			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)		('1.00e+00', '1.80e+01', '1.00e+00')	('week', 'h', 'day')			N	71.0								38.0		28.7	23.4		19.7			kg/m^2													71.0	110.0	mmHg																																																																																																																																																														
666	Backman2008	outputs	27048	plasma	caffeine/paraxanthine	ratio	-	1408	2678.0	3.23					h	6.0								dosing	oral	mg	caffeine	h	100.0	0.0	tablet	single dose					individual	2678	Backman2008	2	homo sapiens	71	Y	71.0	M	53		38.0		31.0	23.0		19.0			yr		N	1	-	38.0		96.0	78.0		64.0			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)		('1.00e+00', '1.80e+01', '1.00e+00')	('week', 'h', 'day')			N	71.0								38.0		28.7	23.4		19.7			kg/m^2													71.0	110.0	mmHg																																																																																																																																																														
667	Backman2008	outputs	27118	plasma	paraxanthine/caffeine	ratio	-	1408	2678.0	0.31					h	6.0								dosing	oral	mg	caffeine	h	100.0	0.0	tablet	single dose					individual	2678	Backman2008	2	homo sapiens	71	Y	71.0	M	53		38.0		31.0	23.0		19.0			yr		N	1	-	38.0		96.0	78.0		64.0			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)		('1.00e+00', '1.80e+01', '1.00e+00')	('week', 'h', 'day')			N	71.0								38.0		28.7	23.4		19.7			kg/m^2													71.0	110.0	mmHg																																																																																																																																																														
668	Backman2008	outputs	27049	plasma	caffeine/paraxanthine	ratio	-	1408	2679.0	2.76					h	6.0								dosing	oral	mg	caffeine	h	100.0	0.0	tablet	single dose					individual	2679	Backman2008	3	homo sapiens	71	Y	71.0	M	53		38.0		31.0	23.0		19.0			yr		N	1	-	38.0		96.0	78.0		64.0			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)		('1.00e+00', '1.80e+01', '1.00e+00')	('week', 'h', 'day')			N	71.0								38.0		28.7	23.4		19.7			kg/m^2													71.0	110.0	mmHg																																																																																																																																																														
669	Backman2008	outputs	27119	plasma	paraxanthine/caffeine	ratio	-	1408	2679.0	0.36					h	6.0								dosing	oral	mg	caffeine	h	100.0	0.0	tablet	single dose					individual	2679	Backman2008	3	homo sapiens	71	Y	71.0	M	53		38.0		31.0	23.0		19.0			yr		N	1	-	38.0		96.0	78.0		64.0			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)		('1.00e+00', '1.80e+01', '1.00e+00')	('week', 'h', 'day')			N	71.0								38.0		28.7	23.4		19.7			kg/m^2													71.0	110.0	mmHg																																																																																																																																																														
670	Backman2008	outputs	27050	plasma	caffeine/paraxanthine	ratio	-	1408	2680.0	2.5					h	6.0								dosing	oral	mg	caffeine	h	100.0	0.0	tablet	single dose					individual	2680	Backman2008	4	homo sapiens	71	Y	71.0	M	53		38.0		31.0	23.0		19.0			yr		N	1	-	38.0		96.0	78.0		64.0			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)		('1.00e+00', '1.80e+01', '1.00e+00')	('week', 'h', 'day')			N	71.0								38.0		28.7	23.4		19.7			kg/m^2													71.0	110.0	mmHg																																																																																																																																																														
