	raw_pk	tissue	interventions	unit	substance_name	pktype	calculated	individual_pk	value	group_pk	group_count	mean	timecourse_pk	time_unit	time	se	cv	sd	pharmacokinetics	figure	max	min	median	raw_pk_intervention	category	route	unit_intervention	substance_name_intervention	value_intervention	application	time_intervention	time_unit_intervention	form	choice	min_intervention	max_intervention	se_intervention	study	subject_pk	subject_name	('general', 'group_count')	('species', 'choice')	('species', 'count')	('healthy', 'choice')	('healthy', 'count')	('sex', 'choice')	('sex', 'count')	('age', 'count')	('age', 'max')	('age', 'mean')	('age', 'median')	('age', 'min')	('age', 'sd')	('age', 'se')	('age', 'unit')	('medication', 'choice')	('medication', 'count')	('abstinence', 'choice')	('abstinence', 'count')	('abstinence', 'mean')	('abstinence', 'min')	('abstinence', 'unit')	('smoking', 'choice')	('smoking', 'count')	('weight', 'count')	('weight', 'max')	('weight', 'mean')	('weight', 'median')	('weight', 'min')	('weight', 'sd')	('weight', 'se')	('weight', 'unit')	('overnight fast', 'choice')	('overnight fast', 'count')	('ethnicity', 'choice')	('ethnicity', 'count')	('oral contraceptives', 'choice')	('oral contraceptives', 'count')	('bmi', 'count')	('bmi', 'max')	('bmi', 'mean')	('bmi', 'median')	('bmi', 'min')	('bmi', 'sd')	('bmi', 'se')	('bmi', 'unit')	('disease', 'choice')	('disease', 'count')	('fasted', 'count')	('fasted', 'max')	('fasted', 'mean')	('fasted', 'min')	('fasted', 'unit')	('CYP2D6 phenotype', 'choice')	('CYP2D6 phenotype', 'count')	('glucose', 'count')	('glucose', 'max')	('glucose', 'mean')	('glucose', 'min')	('glucose', 'sd')	('glucose', 'se')	('glucose', 'unit')	('height', 'count')	('height', 'max')	('height', 'mean')	('height', 'min')	('height', 'sd')	('height', 'se')	('height', 'unit')	('HbA1c', 'count')	('HbA1c', 'max')	('HbA1c', 'mean')	('HbA1c', 'min')	('HbA1c', 'sd')	('HbA1c', 'se')	('HbA1c', 'unit')	('smoking amount (cigarettes)', 'count')	('smoking amount (cigarettes)', 'max')	('smoking amount (cigarettes)', 'mean')	('smoking amount (cigarettes)', 'min')	('smoking amount (cigarettes)', 'sd')	('smoking amount (cigarettes)', 'unit')	('alcohol abstinence', 'choice')	('alcohol abstinence', 'count')	('alcohol abstinence', 'min')	('alcohol abstinence', 'unit')	('disease duration', 'count')	('disease duration', 'max')	('disease duration', 'mean')	('disease duration', 'min')	('disease duration', 'sd')	('disease duration', 'se')	('disease duration', 'unit')	('insulin', 'count')	('insulin', 'mean')	('insulin', 'sd')	('insulin', 'se')	('insulin', 'unit')	('consumption', 'choice')	('consumption', 'count')	('consumption', 'max')	('consumption', 'mean')	('consumption', 'min')	('consumption', 'sd')	('consumption', 'se')	('consumption', 'unit')	('obesity index', 'count')	('obesity index', 'max')	('obesity index', 'mean')	('obesity index', 'min')	('obesity index', 'sd')	('obesity index', 'se')	('obesity index', 'unit')	('caffeine amount', 'count')	('caffeine amount', 'max')	('caffeine amount', 'mean')	('caffeine amount', 'min')	('caffeine amount', 'sd')	('caffeine amount', 'unit')	('CYP2D6 genotype', 'choice')	('CYP2D6 genotype', 'count')	('triglyceride', 'count')	('triglyceride', 'mean')	('triglyceride', 'se')	('triglyceride', 'unit')	('LDL-H', 'count')	('LDL-H', 'mean')	('LDL-H', 'se')	('LDL-H', 'unit')	('LDL-C', 'count')	('LDL-C', 'mean')	('LDL-C', 'se')	('LDL-C', 'unit')	('cholesterol', 'count')	('cholesterol', 'mean')	('cholesterol', 'se')	('cholesterol', 'unit')	('blood pressure', 'count')	('blood pressure', 'max')	('blood pressure', 'unit')	('percent fat', 'count')	('percent fat', 'mean')	('percent fat', 'sd')	('percent fat', 'se')	('percent fat', 'unit')	('fructosamine', 'count')	('fructosamine', 'mean')	('fructosamine', 'sd')	('fructosamine', 'unit')	('body surface area', 'count')	('body surface area', 'max')	('body surface area', 'mean')	('body surface area', 'min')	('body surface area', 'sd')	('body surface area', 'se')	('body surface area', 'unit')	('genetics', 'choice')	('genetics', 'count')	('smoking duration (years)', 'count')	('smoking duration (years)', 'mean')	('smoking duration (years)', 'min')	('smoking duration (years)', 'unit')	('caffeine', 'choice')	('caffeine', 'count')	('muscle weight', 'count')	('muscle weight', 'mean')	('muscle weight', 'sd')	('muscle weight', 'unit')	('medication type', 'choice')	('medication type', 'count')	('obese', 'choice')	('obese', 'count')	('creatinine_clearance', 'count')	('creatinine_clearance', 'max')	('creatinine_clearance', 'mean')	('creatinine_clearance', 'min')	('creatinine_clearance', 'unit')	('glucagon', 'count')	('glucagon', 'mean')	('glucagon', 'sd')	('glucagon', 'unit')	('lean body mass', 'count')	('lean body mass', 'mean')	('lean body mass', 'sd')	('lean body mass', 'unit')	('metabolic ratio', 'count')	('metabolic ratio', 'max')	('metabolic ratio', 'mean')	('metabolic ratio', 'min')	('metabolic ratio', 'unit')	('alcohol', 'choice')	('alcohol', 'count')	('fat weight', 'count')	('fat weight', 'mean')	('fat weight', 'se')	('fat weight', 'unit')	('smoking amount (packyears)', 'count')	('smoking amount (packyears)', 'min')	('smoking amount (packyears)', 'unit')	('caffeine amount (beverages)', 'count')	('caffeine amount (beverages)', 'max')	('caffeine amount (beverages)', 'unit')
381	45885	plasma	1358	1 / minute	codeine	kel	True			629.0	14.0	0.00238	3929.0											1357	dosing	oral	gram / kilogram	codeine sulphate	0.12	single dose	0.0	hr	capsule					Kim2002	629	all_14	14	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
382	45822	plasma	1358	hour	codeine	tmax	False			629.0	14.0	1.2		hr		0.18	0.561							1357	dosing	oral	gram / kilogram	codeine sulphate	0.12	single dose	0.0	hr	capsule					Kim2002	629	all_14	14	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
383	45883	plasma	1358	liter / hour / kilogram	codeine	clearance	True			629.0	14.0	52.0	3929.0											1357	dosing	oral	gram / kilogram	codeine sulphate	0.12	single dose	0.0	hr	capsule					Kim2002	629	all_14	14	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
384	45887	plasma	1358	liter / kilogram	codeine	vd	True			629.0	14.0	365.0	3929.0											1357	dosing	oral	gram / kilogram	codeine sulphate	0.12	single dose	0.0	hr	capsule					Kim2002	629	all_14	14	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
385	45814	plasma	1358	gram / liter	codeine	cmax	False			629.0	14.0	0.00047400000000000003		hr		7.7e-05	0.607							1357	dosing	oral	gram / kilogram	codeine sulphate	0.12	single dose	0.0	hr	capsule					Kim2002	629	all_14	14	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
386	45838	plasma	1358	gram * hour / liter	codeine	auc_end	False			629.0	14.0	0.0018		hr	24.0	0.00022200000000000003	0.461							1357	dosing	oral	gram / kilogram	codeine sulphate	0.12	single dose	0.0	hr	capsule					Kim2002	629	all_14	14	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
387	45886	plasma	1358	hour	codeine	thalf	True			629.0	14.0	4.86	3929.0											1357	dosing	oral	gram / kilogram	codeine sulphate	0.12	single dose	0.0	hr	capsule					Kim2002	629	all_14	14	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
388	45882	plasma	1358	gram * hour / liter	codeine	auc_inf	True			629.0	14.0	-1.88	3929.0											1357	dosing	oral	gram / kilogram	codeine sulphate	0.12	single dose	0.0	hr	capsule					Kim2002	629	all_14	14	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
389	45884	plasma	1358	gram / liter	codeine	cmax	True			629.0	14.0	0.000399	3929.0											1357	dosing	oral	gram / kilogram	codeine sulphate	0.12	single dose	0.0	hr	capsule					Kim2002	629	all_14	14	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
390	45830	plasma	1358	hour	codeine	thalf	False			629.0	14.0	2.4		hr		0.18	0.281							1357	dosing	oral	gram / kilogram	codeine sulphate	0.12	single dose	0.0	hr	capsule					Kim2002	629	all_14	14	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
391	3925	plasma	1358	gram / liter	codeine	concentration				629.0	14.0	['0.00e+00', '3.28e-04', '3.99e-04', '3.20e-04', '1.83e-04', '6.65e-05', '3.33e-05', '1.66e-05']		hr	['2.58e-01', '6.71e-01', '1.19e+00', '2.17e+00', '4.13e+00', '8.16e+00', '1.17e+01', '2.38e+01']	[None, None, None, None, None, None, None, None]	[None, None, None, None, None, None, None, None]		[{'pk': 45881}, {'pk': 45882}, {'pk': 45883}, {'pk': 45884}, {'pk': 45885}, {'pk': 45886}, {'pk': 45887}, {'pk': 45888}, {'pk': 45889}, {'pk': 45890}, {'pk': 45891}, {'pk': 45892}, {'pk': 45893}, {'pk': 45894}]	/media/data/Kim2002_Fig1A.png				1357	dosing	oral	gram / kilogram	codeine sulphate	0.12	single dose	0.0	hr	capsule					Kim2002	629	all_14	14	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
392	45841	saliva/plasma	1356	none	codeine	ratio	False			629.0	14.0	3.4		hr		0.6	0.66							1355	dosing	oral	gram / kilogram	codeine sulphate	0.06	single dose	0.0	hr	capsule					Kim2002	629	all_14	14	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
393	45912	saliva	1358	gram / liter	codeine	cmax	True			627.0	17.0	0.0014199999999999998	3931.0											1357	dosing	oral	gram / kilogram	codeine sulphate	0.12	single dose	0.0	hr	capsule					Kim2002	627	all_17	17	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
394	45913	saliva	1358	1 / minute	codeine	kel	True			627.0	17.0	0.00323	3931.0											1357	dosing	oral	gram / kilogram	codeine sulphate	0.12	single dose	0.0	hr	capsule					Kim2002	627	all_17	17	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
395	45914	saliva	1358	hour	codeine	thalf	True			627.0	17.0	3.58	3931.0											1357	dosing	oral	gram / kilogram	codeine sulphate	0.12	single dose	0.0	hr	capsule					Kim2002	627	all_17	17	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
396	45915	saliva	1358	liter / kilogram	codeine	vd	True			627.0	17.0	106.0	3931.0											1357	dosing	oral	gram / kilogram	codeine sulphate	0.12	single dose	0.0	hr	capsule					Kim2002	627	all_17	17	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
397	45909	saliva	1358	gram * hour / liter	codeine	auc_end	True			627.0	17.0	0.006	3931.0											1357	dosing	oral	gram / kilogram	codeine sulphate	0.12	single dose	0.0	hr	capsule					Kim2002	627	all_17	17	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
398	45910	saliva	1358	gram * hour / liter	codeine	auc_inf	True			627.0	17.0	-0.34299999999999997	3931.0											1357	dosing	oral	gram / kilogram	codeine sulphate	0.12	single dose	0.0	hr	capsule					Kim2002	627	all_17	17	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
399	45911	saliva	1358	liter / hour / kilogram	codeine	clearance	True			627.0	17.0	20.5	3931.0											1357	dosing	oral	gram / kilogram	codeine sulphate	0.12	single dose	0.0	hr	capsule					Kim2002	627	all_17	17	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
400	3927	saliva	1358	gram / liter	codeine	concentration				627.0	17.0	['0.00e+00', '4.20e-04', '1.06e-03', '1.42e-03', '5.86e-04', '1.16e-04', '7.48e-05', '1.66e-05']		hr	['1.55e-01', '6.71e-01', '1.14e+00', '2.22e+00', '4.13e+00', '8.11e+00', '1.16e+01', '2.38e+01']	[None, '9.56e-05', '1.95e-04', '2.54e-04', '1.08e-04', None, None, None]	[None, '9.39e-01', '7.63e-01', '7.35e-01', '7.60e-01', None, None, None]		[{'pk': 45909}, {'pk': 45910}, {'pk': 45911}, {'pk': 45912}, {'pk': 45913}, {'pk': 45914}, {'pk': 45915}, {'pk': 45916}, {'pk': 45917}, {'pk': 45918}, {'pk': 45919}, {'pk': 45920}, {'pk': 45921}, {'pk': 45922}]	/media/data/Kim2002_Fig1A.png				1357	dosing	oral	gram / kilogram	codeine sulphate	0.12	single dose	0.0	hr	capsule					Kim2002	627	all_17	17	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
401	45827	saliva	1356	hour	norcodeine	tmax	False			627.0	17.0	2.1		hr		0.31	0.609							1355	dosing	oral	gram / kilogram	codeine sulphate	0.06	single dose	0.0	hr	capsule					Kim2002	627	all_17	17	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
402	45845	saliva	1356	gram * hour / liter	norcodeine	auc_end	False			627.0	17.0	0.000144		hr	24.0	4e-05	1.15							1355	dosing	oral	gram / kilogram	codeine sulphate	0.06	single dose	0.0	hr	capsule					Kim2002	627	all_17	17	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
403	45983	saliva	1356	1 / minute	norcodeine	kel	True			627.0	17.0	0.0027199999999999998	3940.0											1355	dosing	oral	gram / kilogram	codeine sulphate	0.06	single dose	0.0	hr	capsule					Kim2002	627	all_17	17	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
404	45835	saliva	1356	hour	norcodeine	thalf	False			627.0	17.0	7.9		hr		2.17	1.13							1355	dosing	oral	gram / kilogram	codeine sulphate	0.06	single dose	0.0	hr	capsule					Kim2002	627	all_17	17	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
405	45981	saliva	1356	liter / hour / kilogram	norcodeine	clearance	True			627.0	17.0	310.0	3940.0											1355	dosing	oral	gram / kilogram	codeine sulphate	0.06	single dose	0.0	hr	capsule					Kim2002	627	all_17	17	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
406	45980	saliva	1356	gram * hour / liter	norcodeine	auc_inf	True			627.0	17.0	-8.85	3940.0											1355	dosing	oral	gram / kilogram	codeine sulphate	0.06	single dose	0.0	hr	capsule					Kim2002	627	all_17	17	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
407	45819	saliva	1356	gram / liter	norcodeine	cmax	False			627.0	17.0	1.7100000000000002e-05		hr		3.1e-06	0.747							1355	dosing	oral	gram / kilogram	codeine sulphate	0.06	single dose	0.0	hr	capsule					Kim2002	627	all_17	17	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
408	45984	saliva	1356	hour	norcodeine	thalf	True			627.0	17.0	4.24	3940.0											1355	dosing	oral	gram / kilogram	codeine sulphate	0.06	single dose	0.0	hr	capsule					Kim2002	627	all_17	17	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
409	45979	saliva	1356	gram * hour / liter	norcodeine	auc_end	True			627.0	17.0	0.000122	3940.0											1355	dosing	oral	gram / kilogram	codeine sulphate	0.06	single dose	0.0	hr	capsule					Kim2002	627	all_17	17	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
410	45982	saliva	1356	gram / liter	norcodeine	cmax	True			627.0	17.0	1.4599999999999999e-05	3940.0											1355	dosing	oral	gram / kilogram	codeine sulphate	0.06	single dose	0.0	hr	capsule					Kim2002	627	all_17	17	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
411	45985	saliva	1356	liter / kilogram	norcodeine	vd	True			627.0	17.0	1900.0	3940.0											1355	dosing	oral	gram / kilogram	codeine sulphate	0.06	single dose	0.0	hr	capsule					Kim2002	627	all_17	17	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
412	3936	saliva	1356	gram / liter	norcodeine	concentration				627.0	17.0	['0.00e+00', '9.36e-06', '1.20e-05', '1.46e-05', '1.06e-05', '3.92e-06']		hr	['0.00e+00', '9.81e-01', '2.07e+00', '4.04e+00', '8.10e+00', '1.21e+01']	[None, '3.34e-06', '2.50e-06', '4.18e-06', '3.17e-06', None]	[None, '1.47e+00', '8.58e-01', '1.18e+00', '1.24e+00', None]		[{'pk': 45979}, {'pk': 45980}, {'pk': 45981}, {'pk': 45982}, {'pk': 45983}, {'pk': 45984}, {'pk': 45985}, {'pk': 45986}, {'pk': 45987}, {'pk': 45988}, {'pk': 45989}, {'pk': 45990}, {'pk': 45991}, {'pk': 45992}]	/media/data/Kim2002_Fig1B.png				1355	dosing	oral	gram / kilogram	codeine sulphate	0.06	single dose	0.0	hr	capsule					Kim2002	627	all_17	17	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
413	45839	saliva	1356	gram * hour / liter	codeine	auc_end	False			626.0	19.0	0.0026100000000000003		hr	24.0	0.000408	0.6809999999999999							1355	dosing	oral	gram / kilogram	codeine sulphate	0.06	single dose	0.0	hr	capsule					Kim2002	626	all	19	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
414	45925	saliva	1356	liter / hour / kilogram	codeine	clearance	True			626.0	19.0	22.3	3932.0											1355	dosing	oral	gram / kilogram	codeine sulphate	0.06	single dose	0.0	hr	capsule					Kim2002	626	all	19	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
415	45927	saliva	1356	1 / minute	codeine	kel	True			626.0	19.0	0.00252	3932.0											1355	dosing	oral	gram / kilogram	codeine sulphate	0.06	single dose	0.0	hr	capsule					Kim2002	626	all	19	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
416	45831	saliva	1356	hour	codeine	thalf	False			626.0	19.0	2.5		hr		0.21	0.366							1355	dosing	oral	gram / kilogram	codeine sulphate	0.06	single dose	0.0	hr	capsule					Kim2002	626	all	19	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
417	45815	saliva	1356	gram / liter	codeine	cmax	False			626.0	19.0	0.0006389999999999999		hr		6.440000000000001e-05	0.44							1355	dosing	oral	gram / kilogram	codeine sulphate	0.06	single dose	0.0	hr	capsule					Kim2002	626	all	19	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
418	45823	saliva	1356	hour	codeine	tmax	False			626.0	19.0	1.7		hr		0.23	0.59							1355	dosing	oral	gram / kilogram	codeine sulphate	0.06	single dose	0.0	hr	capsule					Kim2002	626	all	19	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
419	45928	saliva	1356	hour	codeine	thalf	True			626.0	19.0	4.58	3932.0											1355	dosing	oral	gram / kilogram	codeine sulphate	0.06	single dose	0.0	hr	capsule					Kim2002	626	all	19	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
420	45924	saliva	1356	gram * hour / liter	codeine	auc_inf	True			626.0	19.0	-1.42	3932.0											1355	dosing	oral	gram / kilogram	codeine sulphate	0.06	single dose	0.0	hr	capsule					Kim2002	626	all	19	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
421	45926	saliva	1356	gram / liter	codeine	cmax	True			626.0	19.0	0.00045700000000000005	3932.0											1355	dosing	oral	gram / kilogram	codeine sulphate	0.06	single dose	0.0	hr	capsule					Kim2002	626	all	19	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
422	45923	saliva	1356	gram * hour / liter	codeine	auc_end	True			626.0	19.0	0.00257	3932.0											1355	dosing	oral	gram / kilogram	codeine sulphate	0.06	single dose	0.0	hr	capsule					Kim2002	626	all	19	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	43.0	34.8		23.0		1.1	yr	N	19	drug	19		2.00e+01	day			19.0	106.0	78.0		56.6		3.4	kilogram			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																						
